lease_id,grow_area_name,waterbody,grow_area_type,rainfall_desc,cmu_name,rainfall_thresh_days,rainfall_thresh_in,emerg_cond,latitude,longitude
L-920,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.170217692,-83.0852373471
L-921,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1696687496,-83.0851994847
L-922,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.169119807,-83.0851616269
L-924,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1680219192,-83.0850859089
L-925,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1674729789,-83.085048054
L-971,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1705838397,-83.0887152402
L-972,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1700349018,-83.0886773655
L-973,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1694859594,-83.0886394854
L-974,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1689370189,-83.0886016083
L-977,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1672901936,-83.0884879882
L-988,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1704840939,-83.0905916175
L-989,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1699351588,-83.0905537337
L-990,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1693862134,-83.090515849
L-991,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1688372745,-83.0904779959
L-992,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.168288336,-83.090440076
L-993,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1677393967,-83.0904021943
L-994,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.170392642,-83.0923116289
L-995,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.169843702,-83.0922737337
L-996,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1692947617,-83.0922358387
L-997,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1687458218,-83.0921979416
L-998,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1681968812,-83.0921600487
L-999,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1676479412,-83.0921221537
D-374,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3863493742,-83.2242277372
D-387,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3794481918,-83.2220979234
D-361,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3841255237,-83.2215901114
D-362,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3835946702,-83.2214262866
D-418,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3801798218,-83.2262260497
C-1004,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7875179643,-82.2360639268
C-110,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7859294937,-82.2358467713
C-111,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7853615513,-82.2358347441
C-112,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7847935565,-82.2358231819
LE-124,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7819535709,-82.2357653369
C-125,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7831155336,-82.234205064
LE-137,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7784731198,-82.2339356857
LE-131,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.779879625,-82.2345774262
LE-100,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.580802816,-82.1365060475
LE-101,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5800024266,-82.1362525099
LE-102,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5792020355,-82.1359989796
LE-104,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5776012561,-82.1354919279
LE-106,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5760004728,-82.1349848889
LE-107,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5752000773,-82.1347313751
LE-108,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5743996822,-82.134477866
LE-110,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.581070336,-82.135461362
LE-111,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5802699453,-82.1352078319
LE-112,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5794695538,-82.134954309
LE-113,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.578669163,-82.1347007859
LE-114,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5778687676,-82.1344472705
LE-115,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5770683746,-82.1341937563
LE-116,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5762679793,-82.1339402409
LE-117,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.575467584,-82.1336867365
LE-119,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5738667916,-82.1331797348
LE-1002,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5786644595,-82.1380877156
LE-1013,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5781316065,-82.1367895179
LE-1004,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5770636877,-82.1375806357
LE-1006,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5754629116,-82.1370735689
LE-1016,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5757304339,-82.1360289317
LE-1008,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5738621279,-82.1365665183
LE-1018,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5741296504,-82.1355218937
LE-1009,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5730617387,-82.1363129982
LE-1019,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5733292568,-82.1352683836
CC-23,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8516311617,-81.5643908296
D-207,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939683647,-83.2403085622
D-208,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939735155,-83.2398847373
D-209,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939786593,-83.239460912
D-210,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939838175,-83.2390370895
D-211,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939889603,-83.2386132641
D-212,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.393994101,-83.2381894391
D-213,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939992441,-83.2377656161
D-214,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.39400438,-83.2373417915
D-215,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940095231,-83.2369179659
D-216,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940146703,-83.2364941541
D-217,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940197999,-83.2360703465
D-218,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940249372,-83.2356465214
B-101,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.9015155103,-80.4955414287
B-104,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8982678301,-80.4943300266
B-111,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8969576803,-80.4936021566
IR-107,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245100533,-80.4529401234
IR-112,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245601922,-80.4509916516
D-041,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4052742673,-83.2618130803
D-042,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4051353103,-83.2613034087
D-045,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4047184519,-83.2597743789
D-046,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4045794982,-83.2592647035
D-047,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4044405506,-83.258755029
D-048,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4043015763,-83.2582453699
D-049,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4041626191,-83.2577356844
D-050,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4040236727,-83.2572260149
D-051,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4038846887,-83.2567163578
D-053,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4036067496,-83.2556970435
D-054,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4034678076,-83.2551874415
D-055,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4033287378,-83.2546778173
D-056,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4031898288,-83.25416806
D-057,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4030508499,-83.2536583976
D-058,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4029118776,-83.2531487377
D-059,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.402772902,-83.252639081
D-062,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4023559483,-83.2511101163
D-063,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4022169464,-83.2506004731
D-064,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4020779511,-83.2500908307
D-103,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014231085,-83.2451260195
D-104,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014208891,-83.2445922347
D-105,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014186654,-83.244058446
D-107,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014142278,-83.2429908732
V-001,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8650604836,-80.8307399604
V-002,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8648812816,-80.8306371448
V-003,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8647020848,-80.8305343145
V-005,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8643437151,-80.8303286444
V-006,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8640872102,-80.8301814443
V-007,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8637533746,-80.829989881
V-010,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8629838453,-80.8295482617
V-011,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8628046509,-80.829445443
V-012,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8626254609,-80.8293426183
V-013,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8624462856,-80.8292397775
V-014,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8622670683,-80.8291369852
V-020,VOLUSIA COUNTY,,AUZ,2 day >5.37"  Vol Cty SE Water Reclamation,200_82,2,5.37,NO,28.8601173099,-80.8276820182
V-021,VOLUSIA COUNTY,,AUZ,2 day >5.37"  Vol Cty SE Water Reclamation,200_82,2,5.37,NO,28.8599638697,-80.8275940163
V-022,VOLUSIA COUNTY,,AUZ,2 day >5.37"  Vol Cty SE Water Reclamation,200_82,2,5.37,NO,28.8598104717,-80.8275059545
V-023,VOLUSIA COUNTY,,AUZ,2 day >5.37"  Vol Cty SE Water Reclamation,200_82,2,5.37,NO,28.8596699727,-80.8274065144
V-024,VOLUSIA COUNTY,,AUZ,2 day >5.37"  Vol Cty SE Water Reclamation,200_82,2,5.37,NO,28.8595036395,-80.8273298985
V-009,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8631630323,-80.8296511038
V008-A,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8635029964,-80.8298461648
V008-B,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8633361103,-80.8297503945
V016-A,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8617343514,-80.828609883
LE-2008,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5886889885,-82.1545083026
LE-2007,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5891322333,-82.1547289561
LE-2003,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5909051273,-82.1556113724
LE-2001,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5917915698,-82.1560525982
L-936,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1756157182,-83.0873360577
L-938,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1745178357,-83.0872603092
L-949,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1684794818,-83.0868437574
L-975,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1683880736,-83.0885637379
L-976,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1678391545,-83.0885260498
D-373,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3868802337,-83.224391563
D-375,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3858185189,-83.2240638902
D-376,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3852876571,-83.2239000474
D-377,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3847567884,-83.2237362096
D-378,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3842259416,-83.2235723724
D-379,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3836950789,-83.2234085525
D-380,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3831642231,-83.22324471
D-381,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3826331061,-83.2230805269
D-382,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3821024991,-83.2229170451
D-383,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3815716375,-83.2227532217
D-384,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3810407823,-83.2225893967
D-385,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3805099174,-83.2224255693
D-386,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3799790507,-83.222261749
D-388,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3789173275,-83.2219341123
D-389,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3783864752,-83.221770294
D-390,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3778556052,-83.221606479
D-355,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3873106841,-83.2225730952
D-356,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3867798341,-83.22240926
D-357,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3862489823,-83.2222454222
D-358,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.385718112,-83.2220815887
D-359,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3851872486,-83.221917765
D-360,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3846563104,-83.2217508346
D-363,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3830638029,-83.2212624631
D-364,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3825329331,-83.2210986445
D-365,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3820020782,-83.2209348374
D-366,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3814712129,-83.2207710343
D-367,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3809403525,-83.2206072261
D-368,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3804094825,-83.2204434108
D-369,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3798786123,-83.2202796007
D-370,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3793477571,-83.2201157892
D-371,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3788168989,-83.2199519864
D-372,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.378286029,-83.2197881795
D-337,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3877411301,-83.2207546076
D-338,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3872102709,-83.2205908022
D-339,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3866794043,-83.2204269825
D-340,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3861485456,-83.2202631565
D-341,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3856176446,-83.2200992906
D-343,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3845559483,-83.2197716941
D-344,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3840250835,-83.219607888
D-345,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3834942235,-83.2194440658
D-346,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3829633498,-83.2192802585
D-347,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3824324875,-83.219116436
D-348,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3819016231,-83.2189526384
D-349,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3813707627,-83.218788832
D-350,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3808398814,-83.2186251863
D-353,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3792472873,-83.2181336237
D-352,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3797781522,-83.2182974129
D-354,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3787164274,-83.2179698229
D-336,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3791468021,-83.2161514879
D-335,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3796776656,-83.2163152751
D-334,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3802085225,-83.2164790647
D-333,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3807394028,-83.2166428594
D-332,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3812702731,-83.2168066532
D-331,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3818011418,-83.2169704533
D-330,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3823320128,-83.2171342489
D-329,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3828628681,-83.2172980485
D-328,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3833937466,-83.2174618459
D-327,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3839246188,-83.2176256537
D-326,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3844554786,-83.2177894585
D-325,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3849863433,-83.2179532561
D-324,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3855172087,-83.2181170759
D-323,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3860480841,-83.2182808839
D-322,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3865789541,-83.2184446939
D-321,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3871098141,-83.2186084939
D-320,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3876406786,-83.2187722861
D-319,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3881715424,-83.2189361087
D-301,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3886019326,-83.2171176109
D-302,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3880710593,-83.2169538036
D-303,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.387540199,-83.2167899952
D-304,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.38700933,-83.2166261979
D-305,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.386478464,-83.2164623852
D-306,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3859475871,-83.2162985854
D-307,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3854167135,-83.2161347853
D-308,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3848858534,-83.2159709902
D-309,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3843549818,-83.2158071951
D-310,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3838241188,-83.2156433942
