lease_id,grow_area_name,waterbody,grow_area_type,rainfall_desc,cmu_name,rainfall_thresh_days,rainfall_thresh_in,emerg_cond,latitude,longitude
L-645,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1817393031,-83.0778680715
L-646,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1811890322,-83.0778288748
L-647,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1806402427,-83.0777882172
L-648,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1800914516,-83.0777475644
L-649,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1795426619,-83.0777069024
L-650,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1789938714,-83.0776662494
L-652,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.177896295,-83.0775849476
L-653,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1773475036,-83.0775442853
L-654,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1767987125,-83.0775036343
L-655,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1762499368,-83.0774629618
L-656,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.175701146,-83.0774223241
L-657,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1751523704,-83.0773816461
L-658,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1746035706,-83.0773410255
L-659,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.174054779,-83.0773003629
L-660,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1735059859,-83.0772597172
L-662,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1724084052,-83.0771784117
L-663,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1718596128,-83.0771377649
L-664,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1713108198,-83.0770971171
L-665,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1707620275,-83.0770564644
L-666,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1702132443,-83.0770158225
L-667,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1696644517,-83.0769751727
L-668,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.169115667,-83.0769345197
L-671,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1674693063,-83.0768125864
L-672,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1669205117,-83.0767719347
L-673,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1663717179,-83.076731296
L-674,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1658229262,-83.0766906447
L-675,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1652741353,-83.076650009
L-676,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1645980128,-83.0767146551
L-677,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1640624353,-83.0768568963
L-678,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1635278883,-83.0769977538
L-679,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1629922937,-83.0771399999
L-680,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1624567082,-83.0772822182
L-681,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1619211194,-83.0774244916
L-682,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1613855301,-83.0775667139
L-683,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1608499351,-83.0777089489
L-684,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1603143417,-83.0778511911
L-685,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1597787645,-83.0779934232
L-686,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1592431696,-83.0781356575
L-687,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.158708066,-83.0782779642
L-688,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1581719824,-83.0784201215
L-661,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1729572421,-83.0772186477
L-624,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.169213967,-83.075214806
L-623,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1697630098,-83.0752552666
L-6022,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1558373232,-83.0808091931
L-6021,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1563729159,-83.0806669796
L-6020,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1569085091,-83.0805247694
L-6019,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1574441064,-83.0803825476
L-6018,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1579796951,-83.08024032
L-6017,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.158515284,-83.0800981125
L-6016,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1590508799,-83.0799558832
L-6015,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1595864708,-83.0798136647
L-6014,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1601220698,-83.0796714399
L-6013,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1606576563,-83.0795292025
L-6012,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.161193245,-83.0793869825
L-6011,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1617288402,-83.0792447593
L-6006,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1576363863,-83.0785623452
L-6007,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.157100794,-83.078704582
L-6008,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1565652172,-83.0788468268
L-6009,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1560296189,-83.078989028
L-6010,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1554940085,-83.0791312573
L-6001,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1572930794,-83.076884389
L-6002,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1567575363,-83.0770266711
L-6003,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1562219001,-83.0771688575
L-6004,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1556863114,-83.0773111019
L-6005,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1551507091,-83.0774533182
D-001,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4080921709,-83.2652838761
D-002,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4079532334,-83.2647741814
D-003,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4078142976,-83.2642644848
D-007,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4072585356,-83.2622257055
D-017,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4058689868,-83.2571288931
D-024,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4048961982,-83.2535611975
D-030,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4040622797,-83.250503222
D-031,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4039232947,-83.249993557
D-032,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4037842865,-83.2494839121
D-033,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4063857698,-83.265890547
D-034,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4062468417,-83.2653808561
D-035,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4061079165,-83.2648711636
D-036,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4059689619,-83.2643614917
L-651,GULF JACKSON,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.178445079,-83.0776255925
D-004,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4076834305,-83.2637414346
D-005,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4075364199,-83.263245091
D-006,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4073974716,-83.2627353998
D-008,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4071195803,-83.2617160289
D-009,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4069806375,-83.261206344
D-010,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4068416869,-83.2606966589
D-011,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4067027402,-83.26018697
D-012,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.406563802,-83.2596772892
D-013,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4064248302,-83.2591676145
D-014,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4062858774,-83.2586579325
D-015,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.406146921,-83.2581482487
D-016,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4060079549,-83.257638569
D-018,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4057300284,-83.2566192133
D-019,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4055910606,-83.2561095384
D-020,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4054520815,-83.2555998741
D-021,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4053131129,-83.2550902036
D-022,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4051741416,-83.2545805328
D-023,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4050351722,-83.2540708627
D-025,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4047572108,-83.2530515392
D-026,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4046182299,-83.2525418725
D-027,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4044792477,-83.2520322109
D-028,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4043402537,-83.2515225458
D-029,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4042012648,-83.2510128811
D-037,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4058300289,-83.2638518112
D-038,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.405691091,-83.263342124
D-039,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4055521557,-83.26283244
D-040,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4054132099,-83.2623227555
D-043,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.404996381,-83.2607937418
D-044,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4048574148,-83.2602840548
D-052,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4037457223,-83.2562067121
D-060,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4026339141,-83.2521294223
D-061,HORSESHOE,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4024949332,-83.2516197688
D-101,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014275473,-83.2461935915
D-102,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014253348,-83.2456598067
D-106,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014164481,-83.2435246582
D-108,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014119948,-83.2424570857
D-109,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014103405,-83.2419237745
D-110,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014075289,-83.2413895121
D-111,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014052897,-83.2408557252
D-112,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4014030551,-83.2403219397
D-113,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.401400817,-83.239788152
D-114,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4013985767,-83.2392543673
D-115,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.401396332,-83.2387205804
D-116,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.4013940876,-83.2381867949
D-117,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.401391832,-83.237653007
D-118,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.401389585,-83.237119234
D-119,LONG BAR,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.401387335,-83.2365854495
V-004,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8645229246,-80.8304314647
V-015,VOLUSIA COUNTY,,AUZ,2 day >2.40"  Vol Cty SE Water Reclamation,218_82,2,2.40,NO,28.8617274248,-80.8290316238
LE-2015,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5855864303,-82.1529642046
LE-2014,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5860296561,-82.1531847973
LE-2013,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5864728861,-82.1534053828
LE-2012,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5869161079,-82.1536259792
LE-2011,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5873593353,-82.1538465631
LE-2010,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5878025619,-82.1540671622
LE-2009,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.588245787,-82.1542877579
LE-2006,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5895754613,-82.1549495536
LE-2005,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5900190223,-82.1551709558
LE-2004,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5904619063,-82.1553907601
LE-2002,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.591348348,-82.155831978
LE-2000,NORTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5922347884,-82.1562731978
L-952,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1810137042,-83.0894349987
L-953,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.180464764,-83.0893971107
L-954,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1799158213,-83.0893592284
L-955,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.179366884,-83.089321341
L-956,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.178817944,-83.089283456
L-957,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1782690038,-83.0892455705
L-958,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1777200661,-83.0892076857
L-959,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1771711259,-83.0891698033
L-960,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1766221832,-83.0891319205
L-961,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1760732512,-83.0890940303
L-962,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1755243035,-83.0890561581
L-963,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1749753632,-83.0890182737
L-964,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.174426423,-83.0889803929
L-965,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.173877288,-83.0889422867
L-966,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1733284941,-83.0889050755
L-967,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1727796023,-83.088866756
L-968,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1722306623,-83.0888288729
L-969,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1716817223,-83.0887909979
L-926,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.181105125,-83.0877148082
L-927,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1805561845,-83.0876769279
L-928,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1800072416,-83.0876390556
L-929,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1794583043,-83.0876011779
L-930,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1789093616,-83.0875633059
L-931,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1783604215,-83.0875254285
L-932,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1778114811,-83.087487553
L-933,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1772625409,-83.0874496806
L-934,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1767136008,-83.0874118056
L-935,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1761646583,-83.0873739279
L-937,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1750667777,-83.0872981852
L-939,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1739689036,-83.0872223675
L-940,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.173419953,-83.0871845702
L-941,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1728710572,-83.0871472293
L-942,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1723220725,-83.0871088277
L-943,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1717731325,-83.0870709629
L-944,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.171224282,-83.0870341494
L-945,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.170675247,-83.0869952245
L-946,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1701263041,-83.0869573577
L-947,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1695773644,-83.0869194896
L-948,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1690284241,-83.0868816254
L-950,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1679305396,-83.0868058874
L-951,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1673815992,-83.0867680224
L-900,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1811965247,-83.0859946147
L-901,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1806475842,-83.0859567453
L-902,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1800986392,-83.0859188777
L-903,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1795496993,-83.0858810074
L-904,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1790007593,-83.0858431424
L-905,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1784517466,-83.0858044496
L-906,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1779028767,-83.08576741
L-907,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1773539361,-83.0857295447
L-908,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1768049933,-83.0856916845
L-909,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1762560501,-83.0856538121
L-910,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1757071103,-83.0856159577
L-911,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1751581703,-83.0855780924
L-912,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1746092283,-83.0855402272
L-913,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1740602854,-83.0855023623
L-914,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1735113428,-83.0854645024
L-915,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1729623758,-83.0854266992
L-916,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1724134577,-83.0853887798
L-917,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1718645156,-83.0853509386
L-918,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.171315572,-83.0853130592
L-919,PELICAN REEF,,AUZ,EmergCond/3 day >10.5" Cedar Key Forestry,241_30,3,10.5,YES,29.1707666159,-83.0852751828
