parcel_num,parcel_nam,waterbody,src,longitude,latitude,sh_id,sh_name,class_no,uid,rainfall,days,rain_in,season
D-351,PINE ISLAND, ,AUZ,-83.218463847899997,29.380309268200001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-342,PINE ISLAND, ,AUZ,-83.219935288700000,29.385086806200000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
C-1000,GASPARILLA SOUND, ,AUZ,-82.237143166899997,26.788407124999999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-1001,GASPARILLA SOUND, ,AUZ,-82.237152065600000,26.787526831600001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-1002,GASPARILLA SOUND, ,AUZ,-82.237160959199997,26.786646529700000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-1005,GASPARILLA SOUND, ,AUZ,-82.236072831100003,26.786637667099999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-100,GASPARILLA SOUND, ,AUZ,-82.237429782099994,26.785903560800001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-101,GASPARILLA SOUND, ,AUZ,-82.237418207499999,26.785335570800001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-102,GASPARILLA SOUND, ,AUZ,-82.237406632100004,26.784767570800000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-104,GASPARILLA SOUND, ,AUZ,-82.237383477500003,26.783631580100000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-114,GASPARILLA SOUND, ,AUZ,-82.235800044300007,26.783657562799998,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-113,GASPARILLA SOUND, ,AUZ,-82.235811614300005,26.784225560599999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-115,GASPARILLA SOUND, ,AUZ,-82.235788481300006,26.783089567699999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-116,GASPARILLA SOUND, ,AUZ,-82.235776909500004,26.782521570499998,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-125,GASPARILLA SOUND, ,AUZ,-82.235753774200006,26.781385576600002,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-123,GASPARILLA SOUND, ,AUZ,-82.237324846000007,26.780791686400001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-122,GASPARILLA SOUND, ,AUZ,-82.237337174800004,26.781359589899999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-126,GASPARILLA SOUND, ,AUZ,-82.235742204700003,26.780817579899999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-120,GASPARILLA SOUND, ,AUZ,-82.234262863699996,26.785955516400001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-121,GASPARILLA SOUND, ,AUZ,-82.234251304400004,26.785387523499999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-122,GASPARILLA SOUND, ,AUZ,-82.234239744299998,26.784819525900001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-123,GASPARILLA SOUND, ,AUZ,-82.234228186300001,26.784251528199999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-124,GASPARILLA SOUND, ,AUZ,-82.234216624300004,26.783683532900000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-126,GASPARILLA SOUND, ,AUZ,-82.234193552199997,26.782547542700001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-128,GASPARILLA SOUND, ,AUZ,-82.234170386900004,26.781411545299999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-135,GASPARILLA SOUND, ,AUZ,-82.234548593300005,26.778463071299999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-138,GASPARILLA SOUND, ,AUZ,-82.233322775800005,26.778483163699999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-139,GASPARILLA SOUND, ,AUZ,-82.232709863799997,26.778493210299999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-140,GASPARILLA SOUND, ,AUZ,-82.232096953799996,26.778503250600000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-141,GASPARILLA SOUND, ,AUZ,-82.231484040599995,26.778513286399999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-142,GASPARILLA SOUND, ,AUZ,-82.232155193899999,26.779483070300000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-143,GASPARILLA SOUND, ,AUZ,-82.232164818800001,26.779956335700000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-144,GASPARILLA SOUND, ,AUZ,-82.232174442800002,26.780429605500000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-134,GASPARILLA SOUND, ,AUZ,-82.235687246400005,26.778550548599998,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-136,GASPARILLA SOUND, ,AUZ,-82.235675712000003,26.777983926299999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-133,GASPARILLA SOUND, ,AUZ,-82.235698782000000,26.779117171700001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-130,GASPARILLA SOUND, ,AUZ,-82.235721862500000,26.780250414899999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-121,GASPARILLA SOUND, ,AUZ,-82.237348754600006,26.781927589999999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-129,GASPARILLA SOUND, ,AUZ,-82.234158826599995,26.780843544900002,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-103,GASPARILLA SOUND, ,AUZ,-82.237395054800004,26.784199569700000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-105,GASPARILLA SOUND, ,AUZ,-82.237372356700007,26.783063526900001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-120,GASPARILLA SOUND, ,AUZ,-82.237360332500003,26.782495582700001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-127,GASPARILLA SOUND, ,AUZ,-82.234181946400000,26.781979539300000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-132,GASPARILLA SOUND, ,AUZ,-82.235710319700004,26.779683792000000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-1003,GASPARILLA SOUND, ,AUZ,-82.236055019299997,26.788398265800001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-103,SOUTH PINE ISLAND, ,AUZ,-82.135745454399995,26.578401645900001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-105,SOUTH PINE ISLAND, ,AUZ,-82.135238404099994,26.576800863500001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-109,SOUTH PINE ISLAND, ,AUZ,-82.134224359699999,26.573599289400001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-118,SOUTH PINE ISLAND, ,AUZ,-82.133433231400005,26.574667189300001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1010,SOUTH PINE ISLAND, ,AUZ,-82.137550135599994,26.580532768600001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1000,SOUTH PINE ISLAND, ,AUZ,-82.138594811000004,26.580265232500000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1001,SOUTH PINE ISLAND, ,AUZ,-82.138341260100006,26.579464846400001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1011,SOUTH PINE ISLAND, ,AUZ,-82.137296591600006,26.579732382400000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1012,SOUTH PINE ISLAND, ,AUZ,-82.137043054399996,26.578931993800001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1003,SOUTH PINE ISLAND, ,AUZ,-82.137834176400006,26.577864073699999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1014,SOUTH PINE ISLAND, ,AUZ,-82.136535988899993,26.577331214899999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1005,SOUTH PINE ISLAND, ,AUZ,-82.137327098200004,26.576263298600001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1015,SOUTH PINE ISLAND, ,AUZ,-82.136282460600000,26.576530826500001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1007,SOUTH PINE ISLAND, ,AUZ,-82.136820041899995,26.574662519499999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1017,SOUTH PINE ISLAND, ,AUZ,-82.135775413199994,26.574930042799998,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
CC-17,WHITEHORSE KEY, ,AUZ,-81.563800979400000,25.847937389900000,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-18,WHITEHORSE KEY, ,AUZ,-81.563899285000005,25.848553019899999,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-19,WHITEHORSE KEY, ,AUZ,-81.563997589699994,25.849168650399999,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-20,WHITEHORSE KEY, ,AUZ,-81.564095896599994,25.849784277900000,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-21,WHITEHORSE KEY, ,AUZ,-81.564194204499998,25.850399908600000,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-22,WHITEHORSE KEY, ,AUZ,-81.564292514399995,25.851015538999999,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-24,WHITEHORSE KEY, ,AUZ,-81.564489137699994,25.852246793399999,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-25,WHITEHORSE KEY, ,AUZ,-81.561976618700001,25.847972645399999,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-26,WHITEHORSE KEY, ,AUZ,-81.562074913299995,25.848588274800001,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-27,WHITEHORSE KEY, ,AUZ,-81.562173215900003,25.849203905900001,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-28,WHITEHORSE KEY, ,AUZ,-81.562273295599994,25.849820851899999,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-29,WHITEHORSE KEY, ,AUZ,-81.562369813600000,25.850435163200000,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-30,WHITEHORSE KEY, ,AUZ,-81.562468118499993,25.851050795900001,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-31,WHITEHORSE KEY, ,AUZ,-81.562566416500005,25.851666426300000,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
CC-32,WHITEHORSE KEY, ,AUZ,-81.562664721600001,25.852282056500002,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
D-201,SHIRED REEF, ,AUZ,-83.242851475199998,29.393937436800002,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-202,SHIRED REEF, ,AUZ,-83.242427665799994,29.393942598999999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-203,SHIRED REEF, ,AUZ,-83.242003857300006,29.393947757300001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-204,SHIRED REEF, ,AUZ,-83.241580034400002,29.393952900700000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-205,SHIRED REEF, ,AUZ,-83.241156210400007,29.393958061799999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-206,SHIRED REEF, ,AUZ,-83.240732384300003,29.393963208900001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-219,SHIRED REEF, ,AUZ,-83.235222692700006,29.394030071600000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-220,SHIRED REEF, ,AUZ,-83.234798868100000,29.394035204600002,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-221,SHIRED REEF, ,AUZ,-83.234375042400004,29.394040341699998,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-222,SHIRED REEF, ,AUZ,-83.233951217799998,29.394045466700000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-223,SHIRED REEF, ,AUZ,-83.233527390000006,29.394050594100001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-224,SHIRED REEF, ,AUZ,-83.233103565099995,29.394055727400001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-225,SHIRED REEF, ,AUZ,-83.232679740400002,29.394060848599999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-226,SHIRED REEF, ,AUZ,-83.232255915500005,29.394065978499999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-227,SHIRED REEF, ,AUZ,-83.231832089600005,29.394071101700000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-228,SHIRED REEF, ,AUZ,-83.231408261499993,29.394076231700002,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-229,SHIRED REEF, ,AUZ,-83.230984434500002,29.394081355000001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-230,SHIRED REEF, ,AUZ,-83.230560623900004,29.394086477100000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-231,SHIRED REEF, ,AUZ,-83.230136811300000,29.394091588999999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-232,SHIRED REEF, ,AUZ,-83.229712986199999,29.394096708500001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-233,SHIRED REEF, ,AUZ,-83.229289162100002,29.394101821400000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-234,SHIRED REEF, ,AUZ,-83.228865331700007,29.394106942000001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-235,SHIRED REEF, ,AUZ,-83.228441506600007,29.394112048699998,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-236,SHIRED REEF, ,AUZ,-83.228017678200004,29.394117161299999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-237,SHIRED REEF, ,AUZ,-83.227593853000002,29.394122267299998,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-238,SHIRED REEF, ,AUZ,-83.227170023400006,29.394127390000001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-239,SHIRED REEF, ,AUZ,-83.226746195999993,29.394132489800000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
B-201,BODY A, ,AUZ,-80.802526428600004,28.685231245099999,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-204,BODY A, ,AUZ,-80.802685602599993,28.680534465200001,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-205,BODY A, ,AUZ,-80.801070460099993,28.686759838200000,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-206,BODY A, ,AUZ,-80.801123538599995,28.685194239499999,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-207,BODY A, ,AUZ,-80.801176615499998,28.683628640100000,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-209,BODY A, ,AUZ,-80.801282773400004,28.680497461200002,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-202,BODY A, ,AUZ,-80.802579485199999,28.683665645200001,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-203,BODY A, ,AUZ,-80.802632548999995,28.682100064600000,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-208,BODY A, ,AUZ,-80.801229699499999,28.682063060000001,80,Body A,8001,1c6c752,Emerg Cond/  6 days > 10"",6,10.0,1/1-12/31
B-102,BODY F, ,AUZ,-80.495137620500003,27.900432953199999,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-108,BODY F, ,AUZ,-80.491545358600007,27.900801749100001,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-105,BODY F, ,AUZ,-80.493341490000006,27.900617362199998,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-103,BODY F, ,AUZ,-80.494733819800004,27.899350393799999,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-106,BODY F, ,AUZ,-80.492937710500001,27.899534798600001,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-109,BODY F, ,AUZ,-80.491141596199995,27.899719180300000,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-107,BODY F, ,AUZ,-80.492533934999997,27.898452232600000,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-110,BODY F, ,AUZ,-80.490737837799998,27.898636609200000,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-112,BODY F, ,AUZ,-80.493166962100005,27.895837028100001,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-113,BODY F, ,AUZ,-80.492731776799999,27.894716371900000,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-114,BODY F, ,AUZ,-80.492296599400007,27.893595715099998,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-120,BODY F, ,AUZ,-80.490591776499997,27.894130518699999,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-125,BODY F, ,AUZ,-80.488886935799997,27.894665301500002,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-115,BODY F, ,AUZ,-80.491861431000004,27.892475055799999,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-121,BODY F, ,AUZ,-80.490156623399997,27.893009855100001,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-116,BODY F, ,AUZ,-80.491426271500004,27.891354396000001,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-122,BODY F, ,AUZ,-80.489721479300002,27.891889189099999,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-123,BODY F, ,AUZ,-80.489286344099995,27.890768522500000,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-117,BODY F, ,AUZ,-80.490991120900006,27.890233734599999,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-124,BODY F, ,AUZ,-80.488851217900006,27.889647854400000,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-118,BODY F, ,AUZ,-80.490555978299994,27.889113070800001,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
B-100,BODY F, ,AUZ,-80.495945775999999,27.902598780600002,74,Body F,7412,d74f371,2 days > 3.05"" NOAA,2,3.05,1/1-12/31
IR-101,INDIAN RIVER, ,AUZ,-80.455278098199997,27.824450295500000,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-102,INDIAN RIVER, ,AUZ,-80.454888426899998,27.824460297400002,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-103,INDIAN RIVER, ,AUZ,-80.454498470299995,27.824469617999998,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-104,INDIAN RIVER, ,AUZ,-80.454107679499998,27.824479996400001,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-105,INDIAN RIVER, ,AUZ,-80.453719395099995,27.824490272700000,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-106,INDIAN RIVER, ,AUZ,-80.453329717399996,27.824500271000002,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-108,INDIAN RIVER, ,AUZ,-80.452550299999999,27.824520410500000,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-109,INDIAN RIVER, ,AUZ,-80.452160683800003,27.824530227899999,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-110,INDIAN RIVER, ,AUZ,-80.451771006900003,27.824540221900001,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-111,INDIAN RIVER, ,AUZ,-80.451381329000000,27.824550209300000,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-113,INDIAN RIVER, ,AUZ,-80.450601972200005,27.824570172800001,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-128,INDIAN RIVER, ,AUZ,-80.444756798599997,27.824719813100000,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-133,INDIAN RIVER, ,AUZ,-80.442808404399997,27.824769631500001,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-134,INDIAN RIVER, ,AUZ,-80.442418578000002,27.824780010800001,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
IR-135,INDIAN RIVER, ,AUZ,-80.442029047299997,27.824789556999999,72,North Indian River,7202,ff764d0,2 days > 2.54"" NOAA,2,2.54,1/1-12/31
L-886,DOG ISLAND NORTH, ,AUZ,-83.013232727200005,29.151292682899999,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
L-887,DOG ISLAND NORTH, ,AUZ,-83.013060593999995,29.150687050900000,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
L-888,DOG ISLAND NORTH, ,AUZ,-83.012888477199994,29.150081405400002,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
L-889,DOG ISLAND NORTH, ,AUZ,-83.012717808500000,29.149476057200001,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
L-890,DOG ISLAND NORTH, ,AUZ,-83.012544237100002,29.148870131100001,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
L-891,DOG ISLAND NORTH, ,AUZ,-83.012372123000006,29.148264487999999,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
L-880,DOG ISLAND NORTH, ,AUZ,-83.011899752199994,29.151765825300000,30,Cedar Key,3012,7a9bcc0,3 days > 6.67"" Cedar Key Forestry,3,6.67,1/1-12/31
