parcel_num,parcel_nam,waterbody,src,longitude,latitude,sh_id,sh_name,class_no,uid,rainfall,days,rain_in,season
LE-2015,NORTH PINE ISLAND, ,AUZ,-82.152964206400000,26.585586432200000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2014,NORTH PINE ISLAND, ,AUZ,-82.153184799800002,26.586029659200001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2013,NORTH PINE ISLAND, ,AUZ,-82.153405384799996,26.586472889100001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2012,NORTH PINE ISLAND, ,AUZ,-82.153625981800005,26.586916109800001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2011,NORTH PINE ISLAND, ,AUZ,-82.153846565400002,26.587359337900001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2010,NORTH PINE ISLAND, ,AUZ,-82.154067164799997,26.587802563899999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2009,NORTH PINE ISLAND, ,AUZ,-82.154287760000003,26.588245789399998,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2006,NORTH PINE ISLAND, ,AUZ,-82.154949556199995,26.589575463199999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2005,NORTH PINE ISLAND, ,AUZ,-82.155170958499994,26.590019024600000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2004,NORTH PINE ISLAND, ,AUZ,-82.155390762500005,26.590461908300000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2002,NORTH PINE ISLAND, ,AUZ,-82.155831980900004,26.591348349899999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-2000,NORTH PINE ISLAND, ,AUZ,-82.156273200399994,26.592234790500001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
L-952,PELICAN REEF, ,AUZ,-83.089434998800002,29.181013707000002,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-953,PELICAN REEF, ,AUZ,-83.089397111200000,29.180464766099998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-954,PELICAN REEF, ,AUZ,-83.089359229099998,29.179915823500000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-955,PELICAN REEF, ,AUZ,-83.089321341200005,29.179366886299999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-956,PELICAN REEF, ,AUZ,-83.089283455800000,29.178817945599999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-957,PELICAN REEF, ,AUZ,-83.089245570800003,29.178269005899999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-958,PELICAN REEF, ,AUZ,-83.089207686199998,29.177720067999999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-959,PELICAN REEF, ,AUZ,-83.089169802900003,29.177171127600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-960,PELICAN REEF, ,AUZ,-83.089131921200007,29.176622185399999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-961,PELICAN REEF, ,AUZ,-83.089094030400005,29.176073253100000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-962,PELICAN REEF, ,AUZ,-83.089056158700004,29.175524305700002,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-963,PELICAN REEF, ,AUZ,-83.089018273899995,29.174975365500000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-964,PELICAN REEF, ,AUZ,-83.088980393699998,29.174426425400000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-965,PELICAN REEF, ,AUZ,-83.088942286800005,29.173877290299998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-966,PELICAN REEF, ,AUZ,-83.088905075499994,29.173328496000000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-967,PELICAN REEF, ,AUZ,-83.088866756200005,29.172779604599999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-968,PELICAN REEF, ,AUZ,-83.088828873400004,29.172230664800001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-969,PELICAN REEF, ,AUZ,-83.088790998199997,29.171681724100001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-926,PELICAN REEF, ,AUZ,-83.087714808000001,29.181105126900000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-927,PELICAN REEF, ,AUZ,-83.087676928099995,29.180556186400000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-928,PELICAN REEF, ,AUZ,-83.087639055899999,29.180007243399999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-929,PELICAN REEF, ,AUZ,-83.087601177699995,29.179458306600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-930,PELICAN REEF, ,AUZ,-83.087563306199996,29.178909363700001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-931,PELICAN REEF, ,AUZ,-83.087525428899994,29.178360423499999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-932,PELICAN REEF, ,AUZ,-83.087487553000003,29.177811483399999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-933,PELICAN REEF, ,AUZ,-83.087449680500001,29.177262543299999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-934,PELICAN REEF, ,AUZ,-83.087411805399995,29.176713602500001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-935,PELICAN REEF, ,AUZ,-83.087373927499996,29.176164660700000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-937,PELICAN REEF, ,AUZ,-83.087298185400002,29.175066780300000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-939,PELICAN REEF, ,AUZ,-83.087222367400003,29.173968905900001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-940,PELICAN REEF, ,AUZ,-83.087184570900007,29.173419955100002,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-941,PELICAN REEF, ,AUZ,-83.087147229500005,29.172871059599998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-942,PELICAN REEF, ,AUZ,-83.087108827500003,29.172322074400000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-943,PELICAN REEF, ,AUZ,-83.087070963000002,29.171773134300000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-944,PELICAN REEF, ,AUZ,-83.087034149700003,29.171224283800001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-945,PELICAN REEF, ,AUZ,-83.086995224999995,29.170675248599998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-946,PELICAN REEF, ,AUZ,-83.086957357599999,29.170126305899998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-947,PELICAN REEF, ,AUZ,-83.086919489500005,29.169577365999999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-948,PELICAN REEF, ,AUZ,-83.086881625999993,29.169028426099999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-950,PELICAN REEF, ,AUZ,-83.086805887699995,29.167930541200001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-951,PELICAN REEF, ,AUZ,-83.086768023199994,29.167381601500001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-900,PELICAN REEF, ,AUZ,-83.085994615399997,29.181196526800001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-901,PELICAN REEF, ,AUZ,-83.085956745299995,29.180647586799999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-902,PELICAN REEF, ,AUZ,-83.085918877599994,29.180098641400001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-903,PELICAN REEF, ,AUZ,-83.085881008200005,29.179549701500001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-904,PELICAN REEF, ,AUZ,-83.085843142300007,29.179000761600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-905,PELICAN REEF, ,AUZ,-83.085804449299999,29.178451748099999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-906,PELICAN REEF, ,AUZ,-83.085767409599995,29.177902878600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-907,PELICAN REEF, ,AUZ,-83.085729544900005,29.177353938100001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-908,PELICAN REEF, ,AUZ,-83.085691684699995,29.176804995000001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-909,PELICAN REEF, ,AUZ,-83.085653812499999,29.176256051799999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-910,PELICAN REEF, ,AUZ,-83.085615958099993,29.175707112500000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-911,PELICAN REEF, ,AUZ,-83.085578092899993,29.175158172300002,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-912,PELICAN REEF, ,AUZ,-83.085540227999999,29.174609230300000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-913,PELICAN REEF, ,AUZ,-83.085502362499994,29.174060287500001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-914,PELICAN REEF, ,AUZ,-83.085464502500002,29.173511344800001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-915,PELICAN REEF, ,AUZ,-83.085426699799996,29.172962377299999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-916,PELICAN REEF, ,AUZ,-83.085388779699997,29.172413459600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-917,PELICAN REEF, ,AUZ,-83.085350939400001,29.171864517200000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-918,PELICAN REEF, ,AUZ,-83.085313059300006,29.171315573699999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-919,PELICAN REEF, ,AUZ,-83.085275182900006,29.170766617799998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-920,PELICAN REEF, ,AUZ,-83.085237347700001,29.170217694500000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-921,PELICAN REEF, ,AUZ,-83.085199484300006,29.169668751400000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-922,PELICAN REEF, ,AUZ,-83.085161627399998,29.169119809300000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-924,PELICAN REEF, ,AUZ,-83.085085909699998,29.168021921600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-925,PELICAN REEF, ,AUZ,-83.085048053899996,29.167472981500001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-971,PELICAN REEF, ,AUZ,-83.088715240599996,29.170583842100001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-972,PELICAN REEF, ,AUZ,-83.088677365500004,29.170034903500000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-973,PELICAN REEF, ,AUZ,-83.088639485599998,29.169485961300001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-974,PELICAN REEF, ,AUZ,-83.088601608199994,29.168937021000001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-977,PELICAN REEF, ,AUZ,-83.088487988599994,29.167290195200000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-988,PELICAN REEF, ,AUZ,-83.090591618100007,29.170484095900001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-989,PELICAN REEF, ,AUZ,-83.090553733500002,29.169935160500000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-990,PELICAN REEF, ,AUZ,-83.090515848300001,29.169386215300001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-991,PELICAN REEF, ,AUZ,-83.090477996299995,29.168837276600001,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-992,PELICAN REEF, ,AUZ,-83.090440075800004,29.168288338499998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-993,PELICAN REEF, ,AUZ,-83.090402193700001,29.167739397999998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-994,PELICAN REEF, ,AUZ,-83.092311629799994,29.170392643800000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-995,PELICAN REEF, ,AUZ,-83.092273734299994,29.169843704300000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-996,PELICAN REEF, ,AUZ,-83.092235839300002,29.169294764100002,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-997,PELICAN REEF, ,AUZ,-83.092197941600006,29.168745823799998,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-998,PELICAN REEF, ,AUZ,-83.092160048400004,29.168196883699999,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
L-999,PELICAN REEF, ,AUZ,-83.092122154500004,29.167647943700000,30,Cedar Key,3001,7bc63a8,Emerg Cond/  3 days > 10.5"" Cedar Key Forestry,3,10.5,1/1-12/31
D-374,PINE ISLAND, ,AUZ,-83.224227738400003,29.386349375900000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-387,PINE ISLAND, ,AUZ,-83.222097925499995,29.379448193300000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-361,PINE ISLAND, ,AUZ,-83.221590112700000,29.384125525200002,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-362,PINE ISLAND, ,AUZ,-83.221426287900002,29.383594671600001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-418,PINE ISLAND, ,AUZ,-83.226226050999998,29.380179823500001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
C-1004,GASPARILLA SOUND, ,AUZ,-82.236063926800000,26.787517964399999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-110,GASPARILLA SOUND, ,AUZ,-82.235846771499993,26.785929495800001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-111,GASPARILLA SOUND, ,AUZ,-82.235834744800002,26.785361552900000,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-112,GASPARILLA SOUND, ,AUZ,-82.235823182499999,26.784793558200001,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-124,GASPARILLA SOUND, ,AUZ,-82.235765336800000,26.781953572199999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
C-125,GASPARILLA SOUND, ,AUZ,-82.234205064600005,26.783115534899999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-137,GASPARILLA SOUND, ,AUZ,-82.233935685600002,26.778473118899999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-131,GASPARILLA SOUND, ,AUZ,-82.234577425799998,26.779879624199999,58,Gasparilla Sound,5802,ce592fe,3 days > 6.97"" Gasparilla WWTP,3,6.97,1/1-12/31
LE-100,SOUTH PINE ISLAND, ,AUZ,-82.136506047300003,26.580802816500000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-101,SOUTH PINE ISLAND, ,AUZ,-82.136252510399999,26.580002426800000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-102,SOUTH PINE ISLAND, ,AUZ,-82.135998980099998,26.579202036300000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-104,SOUTH PINE ISLAND, ,AUZ,-82.135491928400000,26.577601256499999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-106,SOUTH PINE ISLAND, ,AUZ,-82.134984888500000,26.576000473400001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-107,SOUTH PINE ISLAND, ,AUZ,-82.134731375599998,26.575200077200002,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-108,SOUTH PINE ISLAND, ,AUZ,-82.134477866300003,26.574399682799999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-110,SOUTH PINE ISLAND, ,AUZ,-82.135461361799997,26.581070336600000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-111,SOUTH PINE ISLAND, ,AUZ,-82.135207831800003,26.580269946000001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-112,SOUTH PINE ISLAND, ,AUZ,-82.134954308399998,26.579469554599999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-113,SOUTH PINE ISLAND, ,AUZ,-82.134700785700005,26.578669163200001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-114,SOUTH PINE ISLAND, ,AUZ,-82.134447270799996,26.577868767500000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-115,SOUTH PINE ISLAND, ,AUZ,-82.134193756399995,26.577068375500001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-116,SOUTH PINE ISLAND, ,AUZ,-82.133940240699999,26.576267979899999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-117,SOUTH PINE ISLAND, ,AUZ,-82.133686736700000,26.575467584599998,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-119,SOUTH PINE ISLAND, ,AUZ,-82.133179734799995,26.573866791400000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1002,SOUTH PINE ISLAND, ,AUZ,-82.138087715899999,26.578664460399999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1013,SOUTH PINE ISLAND, ,AUZ,-82.136789517799997,26.578131606900001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1004,SOUTH PINE ISLAND, ,AUZ,-82.137580636400003,26.577063687900001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1006,SOUTH PINE ISLAND, ,AUZ,-82.137073568700004,26.575462912100001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1016,SOUTH PINE ISLAND, ,AUZ,-82.136028932100004,26.575730434600001,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1008,SOUTH PINE ISLAND, ,AUZ,-82.136566518699993,26.573862127799998,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1018,SOUTH PINE ISLAND, ,AUZ,-82.135521893900005,26.574129651100002,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1009,SOUTH PINE ISLAND, ,AUZ,-82.136312998199998,26.573061739000000,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
LE-1019,SOUTH PINE ISLAND, ,AUZ,-82.135268383400003,26.573329256899999,62,Pine Island Sound,6212,e66b127,2 days > 6.23"" NOAA,2,6.23,1/1-12/31
CC-23,WHITEHORSE KEY, ,AUZ,-81.564390829600001,25.851631163800000,66,Ten Thousand Islands,6602,8850296,2 days > 3.5"" NOAA,2,3.5,1/1-12/31
D-207,SHIRED REEF, ,AUZ,-83.240308562300001,29.393968361199999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-208,SHIRED REEF, ,AUZ,-83.239884737099999,29.393973511199999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-209,SHIRED REEF, ,AUZ,-83.239460911899997,29.393978655500000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-210,SHIRED REEF, ,AUZ,-83.239037089700005,29.393983813799998,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-211,SHIRED REEF, ,AUZ,-83.238613264400001,29.393988956400001,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-212,SHIRED REEF, ,AUZ,-83.238189439099997,29.393994096800000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-213,SHIRED REEF, ,AUZ,-83.237765615800001,29.393999239599999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-214,SHIRED REEF, ,AUZ,-83.237341791500000,29.394004375700000,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-215,SHIRED REEF, ,AUZ,-83.236917966099995,29.394009518699999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
D-216,SHIRED REEF, ,AUZ,-83.236494153899997,29.394014666699999,25,Horseshoe Beach,2502,db0f606,1 day > 3.56"" Manatee Springs SP,1,3.56,1/1-12/31
