lease_id,parcel_num,lease_num,parcel_name,status,waterbody,lease_type,src_merge,cmu_name,rain_in,days,emerg_cond,latitude,longitude,Shape_Length,Shape_Area
L-643,L-643,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.158364259999999,-83.076599900000005,,
L-644,L-644,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.157828660000000,-83.076742139999993,,
L-645,L-645,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.181739310000001,-83.077868069999994,,
L-646,L-646,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.181189029999999,-83.077828870000005,,
L-647,L-647,,GULF JACKSON,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180640239999999,-83.077788220000002,,
L-648,L-648,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180091449999999,-83.077747560000006,,
L-649,L-649,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.179542659999999,-83.077706899999995,,
L-650,L-650,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.178993869999999,-83.077666249999993,,
L-652,L-652,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177896300000000,-83.077584950000002,,
L-653,L-653,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177347510000001,-83.077544290000006,,
L-654,L-654,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176798710000000,-83.077503629999995,,
L-655,L-655,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176249940000002,-83.077462960000005,,
L-656,L-656,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175701149999998,-83.077422319999997,,
L-657,L-657,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175152369999999,-83.077381650000007,,
L-658,L-658,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174603569999999,-83.077341029999999,,
L-659,L-659,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174054779999999,-83.077300359999995,,
L-660,L-660,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.173505989999999,-83.077259720000001,,
L-662,L-662,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172408409999999,-83.077178410000002,,
L-663,L-663,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171859609999998,-83.077137769999993,,
L-664,L-664,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171310819999999,-83.077097120000005,,
L-665,L-665,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170762029999999,-83.077056470000002,,
L-666,L-666,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170213250000000,-83.077015820000000,,
L-667,L-667,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169664449999999,-83.076975169999997,,
L-668,L-668,,GULF JACKSON,Occupied,,Water column lease,AUZ,30_1,10.5,3,YES,29.169115670000000,-83.076934519999995,,
L-671,L-671,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167469310000001,-83.076812590000003,,
L-672,L-672,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.166920510000001,-83.076771930000007,,
L-673,L-673,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.166371720000001,-83.076731300000006,,
L-674,L-674,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.165822930000001,-83.076690650000003,,
L-675,L-675,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.165274140000001,-83.076650009999994,,
L-676,L-676,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.164598009999999,-83.076714650000000,,
L-677,L-677,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.164062439999999,-83.076856899999996,,
L-678,L-678,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.163527890000001,-83.076997750000004,,
L-679,L-679,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.162992299999999,-83.077140000000000,,
L-680,L-680,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.162456710000001,-83.077282220000001,,
L-681,L-681,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.161921119999999,-83.077424489999999,,
L-682,L-682,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.161385530000000,-83.077566709999999,,
L-683,L-683,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.160849939999999,-83.077708950000002,,
L-684,L-684,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.160314339999999,-83.077851190000004,,
L-685,L-685,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.159778769999999,-83.077993419999999,,
L-686,L-686,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.159243170000000,-83.078135660000001,,
L-687,L-687,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.158708069999999,-83.078277959999994,,
L-688,L-688,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.158171979999999,-83.078420120000004,,
L-661,L-661,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172957239999999,-83.077218650000006,,
L-624,L-624,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169213970000001,-83.075214810000006,,
L-623,L-623,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169763010000000,-83.075255270000000,,
L-6022,L-6022,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.155837320000000,-83.080809189999997,,
L-6021,L-6021,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.156372919999999,-83.080666980000004,,
L-6020,L-6020,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.156908510000001,-83.080524769999997,,
L-6019,L-6019,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.157444110000000,-83.080382549999996,,
L-6018,L-6018,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.157979699999999,-83.080240320000001,,
L-6017,L-6017,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.158515290000000,-83.080098109999994,,
L-6016,L-6016,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.159050879999999,-83.079955880000000,,
L-6015,L-6015,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.159586470000001,-83.079813659999999,,
L-6014,L-6014,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.160122070000000,-83.079671439999998,,
L-6013,L-6013,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.160657659999998,-83.079529199999996,,
L-6012,L-6012,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.161193250000000,-83.079386979999995,,
L-6011,L-6011,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.161728839999999,-83.079244759999995,,
L-6006,L-6006,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.157636390000000,-83.078562340000005,,
L-6007,L-6007,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.157100799999998,-83.078704579999993,,
L-6008,L-6008,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.156565220000001,-83.078846830000003,,
L-6009,L-6009,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.156029620000002,-83.078989030000002,,
L-6010,L-6010,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.155494010000002,-83.079131259999997,,
L-6001,L-6001,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.157293079999999,-83.076884390000004,,
L-6002,L-6002,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.156757540000001,-83.077026669999995,,
L-6003,L-6003,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.156221899999998,-83.077168860000000,,
L-6004,L-6004,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.155686310000000,-83.077311100000003,,
L-6005,L-6005,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.155150710000001,-83.077453320000004,,
D-001,D-001,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.408092170000000,-83.265283879999998,,
D-002,D-002,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.407953230000000,-83.264774180000003,,
D-003,D-003,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.407814299999998,-83.264264490000002,,
D-007,D-007,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.407258530000000,-83.262225709999996,,
D-017,D-017,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.405868989999998,-83.257128899999998,,
D-024,D-024,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404896200000000,-83.253561199999993,,
D-030,D-030,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404062280000002,-83.250503219999999,,
D-031,D-031,,HORSESHOE,Occupied,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.403923290000002,-83.249993559999993,,
D-032,D-032,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403784290000001,-83.249483909999995,,
D-033,D-033,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.406385770000000,-83.265890549999995,,
D-034,D-034,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.406246840000001,-83.265380859999993,,
D-035,D-035,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.406107920000000,-83.264871170000006,,
D-036,D-036,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.405968959999999,-83.264361489999999,,
L-651,L-651,,GULF JACKSON,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.178445079999999,-83.077625589999997,,
D-004,D-004,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.407683429999999,-83.263741440000004,,
D-005,D-005,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.407536420000000,-83.263245089999998,,
D-006,D-006,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.407397469999999,-83.262735399999997,,
D-008,D-008,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.407119580000000,-83.261716030000002,,
D-009,D-009,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.406980640000000,-83.261206349999995,,
D-010,D-010,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.406841690000000,-83.260696659999994,,
D-011,D-011,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.406702740000000,-83.260186970000007,,
D-012,D-012,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.406563800000001,-83.259677289999999,,
D-013,D-013,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.406424829999999,-83.259167619999999,,
D-014,D-014,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.406285879999999,-83.258657940000006,,
D-015,D-015,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.406146920000001,-83.258148250000005,,
D-016,D-016,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.406007949999999,-83.257638569999997,,
D-018,D-018,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.405730030000001,-83.256619220000005,,
D-019,D-019,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.405591059999999,-83.256109539999997,,
D-020,D-020,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405452080000000,-83.255599880000005,,
D-021,D-021,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405313110000002,-83.255090210000006,,
D-022,D-022,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405174140000000,-83.254580540000006,,
D-023,D-023,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405035170000001,-83.254070859999999,,
D-025,D-025,,HORSESHOE,Occupied,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.404757210000000,-83.253051540000001,,
D-026,D-026,,HORSESHOE,Occupied,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.404618230000001,-83.252541870000002,,
D-027,D-027,,HORSESHOE,Occupied,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.404479250000001,-83.252032209999996,,
D-028,D-028,,HORSESHOE,Occupied,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.404340250000001,-83.251522550000004,,
D-029,D-029,,HORSESHOE,Occupied,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.404201260000001,-83.251012880000005,,
D-037,D-037,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405830030000001,-83.263851810000006,,
D-038,D-038,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405691090000001,-83.263342129999998,,
D-039,D-039,,HORSESHOE,Vacant,,Water column lease,AUZ,25_6,3.56,1,NO,29.405552149999998,-83.262832439999997,,
D-040,D-040,,HORSESHOE,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.405413209999999,-83.262322760000004,,
D-043,D-043,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404996380000000,-83.260793739999997,,
D-044,D-044,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404857410000002,-83.260284060000004,,
D-052,D-052,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403745720000000,-83.256206710000001,,
D-060,D-060,,HORSESHOE,Vacant,,Water column lease,AUZ,25_6,3.56,1,NO,29.402633909999999,-83.252129429999997,,
D-061,D-061,,HORSESHOE,Vacant,,Water column lease,AUZ,25_6,3.56,1,NO,29.402494930000000,-83.251619770000005,,
D-101,D-101,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401427550000001,-83.246193590000004,,
D-102,D-102,,LONG BAR,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.401425329999999,-83.245659810000006,,
D-106,D-106,,LONG BAR,Vacant,,Water column lease,AUZ,25_6,3.56,1,NO,29.401416449999999,-83.243524660000006,,
D-108,D-108,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401411990000000,-83.242457090000002,,
D-109,D-109,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401410340000002,-83.241923770000000,,
D-110,D-110,,LONG BAR,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.401407530000000,-83.241389510000005,,
D-111,D-111,,LONG BAR,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401405290000000,-83.240855730000007,,
D-112,D-112,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401403049999999,-83.240321940000001,,
D-113,D-113,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401400819999999,-83.239788149999995,,
D-114,D-114,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401398579999999,-83.239254369999998,,
D-115,D-115,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401396330000001,-83.238720580000006,,
D-116,D-116,,LONG BAR,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401394090000000,-83.238186799999994,,
D-117,D-117,,LONG BAR,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401391830000001,-83.237653010000002,,
D-118,D-118,,LONG BAR,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.401389580000000,-83.237119230000005,,
D-119,D-119,,LONG BAR,Occupied,,Water column lease,AUZ,25_6,3.56,1,NO,29.401387329999999,-83.236585450000007,,
V-004,V-004,,VOLUSIA COUNTY,Occupied,,Bottom lease,AUZ,82_27,2.40,2,NO,28.864522930000000,-80.830431469999994,,
V-015,V-015,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.861727429999998,-80.829031630000003,,
LE-2015,LE-2015,,NORTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.585586429999999,-82.152964209999993,,
LE-2014,LE-2014,,NORTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.586029660000001,-82.153184800000005,,
LE-2013,LE-2013,,NORTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.586472890000000,-82.153405379999995,,
LE-2012,LE-2012,,NORTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.586916110000001,-82.153625980000001,,
LE-2011,LE-2011,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.587359339999999,-82.153846569999999,,
LE-2010,LE-2010,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.587802560000000,-82.154067159999997,,
LE-2009,LE-2009,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.588245789999998,-82.154287760000003,,
LE-2006,LE-2006,,NORTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.589575459999999,-82.154949560000006,,
LE-2005,LE-2005,,NORTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.590019020000000,-82.155170960000007,,
LE-2004,LE-2004,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.590461909999998,-82.155390760000003,,
LE-2002,LE-2002,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.591348350000001,-82.155831980000002,,
LE-2000,LE-2000,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.592234789999999,-82.156273200000001,,
L-952,L-952,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.181013709999998,-83.089434999999995,,
L-953,L-953,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180464770000000,-83.089397109999993,,
L-954,L-954,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.179915820000002,-83.089359229999999,,
L-955,L-955,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.179366890000001,-83.089321339999998,,
L-956,L-956,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.178817949999999,-83.089283460000004,,
L-957,L-957,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.178269010000001,-83.089245570000003,,
L-958,L-958,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177720069999999,-83.089207689999995,,
L-959,L-959,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177171130000001,-83.089169799999993,,
L-960,L-960,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176622190000000,-83.089131920000000,,
L-961,L-961,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176073250000002,-83.089094029999998,,
L-962,L-962,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175524310000000,-83.089056159999998,,
L-963,L-963,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174975369999999,-83.089018269999997,,
L-964,L-964,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174426430000000,-83.088980390000003,,
L-965,L-965,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.173877290000000,-83.088942290000006,,
L-966,L-966,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.173328500000000,-83.088905080000004,,
L-967,L-967,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172779599999998,-83.088866760000002,,
L-968,L-968,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172230660000000,-83.088828870000000,,
L-969,L-969,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171681719999999,-83.088791000000001,,
L-926,L-926,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.181105129999999,-83.087714809999994,,
L-927,L-927,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180556190000001,-83.087676930000001,,
L-928,L-928,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180007239999998,-83.087639060000001,,
L-929,L-929,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.179458310000001,-83.087601179999993,,
L-930,L-930,,PELICAN REEF,Occupied,,Water column lease,AUZ,30_1,10.5,3,YES,29.178909359999999,-83.087563309999993,,
L-931,L-931,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.178360420000001,-83.087525429999999,,
L-932,L-932,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177811479999999,-83.087487550000006,,
L-933,L-933,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177262540000001,-83.087449680000006,,
L-934,L-934,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176713599999999,-83.087411810000006,,
L-935,L-935,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176164660000001,-83.087373929999998,,
L-937,L-937,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175066780000002,-83.087298189999998,,
L-939,L-939,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.173968909999999,-83.087222370000006,,
L-940,L-940,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.173419960000000,-83.087184570000005,,
L-941,L-941,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172871059999999,-83.087147229999999,,
L-942,L-942,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172322070000000,-83.087108830000005,,
L-943,L-943,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171773129999998,-83.087070960000005,,
L-944,L-944,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171224280000001,-83.087034149999994,,
L-945,L-945,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170675249999999,-83.086995220000006,,
L-946,L-946,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170126310000001,-83.086957360000000,,
L-947,L-947,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169577369999999,-83.086919490000000,,
L-948,L-948,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169028430000001,-83.086881629999993,,
L-950,L-950,,PELICAN REEF,Occupied,,Water column lease,AUZ,30_1,10.5,3,YES,29.167930540000000,-83.086805889999994,,
L-951,L-951,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167381599999999,-83.086768019999994,,
L-900,L-900,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.181196530000001,-83.085994619999994,,
L-901,L-901,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180647590000000,-83.085956749999994,,
L-902,L-902,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.180098640000001,-83.085918879999994,,
L-903,L-903,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.179549699999999,-83.085881009999994,,
L-904,L-904,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.179000760000001,-83.085843139999994,,
L-905,L-905,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.178451750000001,-83.085804449999998,,
L-906,L-906,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177902880000001,-83.085767410000003,,
L-907,L-907,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.177353940000000,-83.085729540000003,,
L-908,L-908,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176804990000001,-83.085691679999996,,
L-909,L-909,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.176256049999999,-83.085653809999997,,
L-910,L-910,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175707110000001,-83.085615959999998,,
L-911,L-911,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175158170000000,-83.085578089999998,,
L-912,L-912,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174609230000002,-83.085540230000007,,
L-913,L-913,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174060290000000,-83.085502360000007,,
L-914,L-914,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.173511340000001,-83.085464500000000,,
L-915,L-915,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172962380000001,-83.085426699999999,,
L-916,L-916,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.172413460000001,-83.085388780000002,,
L-917,L-917,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171864520000000,-83.085350939999998,,
L-918,L-918,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.171315570000001,-83.085313060000004,,
L-919,L-919,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170766619999998,-83.085275179999996,,
