lease_id,parcel_num,lease_num,parcel_name,status,waterbody,lease_type,src_merge,cmu_name,rain_in,days,emerg_cond,latitude,longitude,Shape_Length,Shape_Area
L-920,L-920,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170217690000001,-83.085237350000000,,
L-921,L-921,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169668750000000,-83.085199480000000,,
L-922,L-922,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169119810000002,-83.085161630000002,,
L-924,L-924,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168021920000001,-83.085085910000004,,
L-925,L-925,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167472979999999,-83.085048049999997,,
L-971,L-971,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170583839999999,-83.088715239999999,,
L-972,L-972,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170034900000001,-83.088677369999999,,
L-973,L-973,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169485959999999,-83.088639490000006,,
L-974,L-974,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168937020000001,-83.088601609999998,,
L-977,L-977,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167290200000000,-83.088487990000004,,
L-988,L-988,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170484099999999,-83.090591619999998,,
L-989,L-989,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169935160000001,-83.090553729999996,,
L-990,L-990,,PELICAN REEF,Occupied,,Water column lease,AUZ,30_1,10.5,3,YES,29.169386220000000,-83.090515850000003,,
L-991,L-991,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168837280000002,-83.090478000000004,,
L-992,L-992,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168288340000000,-83.090440079999993,,
L-993,L-993,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167739399999999,-83.090402190000006,,
L-994,L-994,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.170392639999999,-83.092311629999998,,
L-995,L-995,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169843700000001,-83.092273730000002,,
L-996,L-996,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.169294760000000,-83.092235840000001,,
L-997,L-997,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168745820000002,-83.092197940000005,,
L-998,L-998,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168196880000000,-83.092160050000004,,
L-999,L-999,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167647939999998,-83.092122149999994,,
D-374,D-374,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.386349379999999,-83.224227740000003,,
D-387,D-387,,PINE ISLAND,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379448190000002,-83.222097930000004,,
D-361,D-361,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384125529999999,-83.221590109999994,,
D-362,D-362,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383594670000001,-83.221426289999997,,
D-418,D-418,,PINE ISLAND,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380179819999999,-83.226226049999994,,
C-1004,C-1004,,GASPARILLA SOUND,Occupied,,Bottom lease,AUZ,58_5,6.97,3,NO,26.787517959999999,-82.236063930000000,,
C-110,C-110,,GASPARILLA SOUND,Occupied,,Bottom lease,AUZ,58_5,6.97,3,NO,26.785929500000002,-82.235846769999995,,
C-111,C-111,,GASPARILLA SOUND,Vacant,,Bottom lease,AUZ,58_5,6.97,3,NO,26.785361550000001,-82.235834740000001,,
C-112,C-112,,GASPARILLA SOUND,Vacant,,Bottom lease,AUZ,58_5,6.97,3,NO,26.784793560000001,-82.235823179999997,,
LE-124,LE-124,,GASPARILLA SOUND,Occupied,,Bottom lease,AUZ,58_5,6.97,3,NO,26.781953569999999,-82.235765340000000,,
C-125,C-125,,GASPARILLA SOUND,Vacant,,Bottom lease,AUZ,58_5,6.97,3,NO,26.783115530000000,-82.234205059999994,,
LE-137,LE-137,,GASPARILLA SOUND,Vacant,,Bottom lease,AUZ,58_5,6.97,3,NO,26.778473120000001,-82.233935689999996,,
LE-131,LE-131,,GASPARILLA SOUND,Occupied,,Bottom lease,AUZ,58_5,6.97,3,NO,26.779879619999999,-82.234577430000002,,
LE-100,LE-100,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.580802819999999,-82.136506049999994,,
LE-101,LE-101,,SOUTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.580002430000000,-82.136252510000006,,
LE-102,LE-102,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.579202039999998,-82.135998979999997,,
LE-104,LE-104,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.577601260000002,-82.135491930000001,,
LE-106,LE-106,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.576000470000000,-82.134984889999998,,
LE-107,LE-107,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.575200079999998,-82.134731380000005,,
LE-108,LE-108,,SOUTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.574399679999999,-82.134477869999998,,
LE-110,LE-110,,SOUTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.581070340000000,-82.135461359999994,,
LE-111,LE-111,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.580269950000002,-82.135207829999999,,
LE-112,LE-112,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.579469549999999,-82.134954309999998,,
LE-113,LE-113,,SOUTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.578669160000000,-82.134700789999997,,
LE-114,LE-114,,SOUTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.577868769999998,-82.134447269999995,,
LE-115,LE-115,,SOUTH PINE ISLAND,Occupied,,Bottom lease,AUZ,62_5,6.23,2,NO,26.577068380000000,-82.134193760000002,,
LE-116,LE-116,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.576267980000001,-82.133940240000001,,
LE-117,LE-117,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.575467580000002,-82.133686740000002,,
LE-119,LE-119,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.573866790000000,-82.133179729999995,,
LE-1002,LE-1002,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.578664459999999,-82.138087720000001,,
LE-1013,LE-1013,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.578131610000000,-82.136789519999994,,
LE-1004,LE-1004,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.577063689999999,-82.137580639999996,,
LE-1006,LE-1006,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.575462909999999,-82.137073569999998,,
LE-1016,LE-1016,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.575730430000000,-82.136028929999995,,
LE-1008,LE-1008,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.573862129999998,-82.136566520000002,,
LE-1018,LE-1018,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.574129650000000,-82.135521890000007,,
LE-1009,LE-1009,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.573061740000000,-82.136313000000001,,
LE-1019,LE-1019,,SOUTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.573329260000001,-82.135268379999999,,
CC-23,CC-23,,WHITEHORSE KEY,Occupied,,Bottom lease,AUZ,66_1,3.50,2,NO,25.851631160000000,-81.564390829999994,,
D-207,D-207,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393968359999999,-83.240308560000003,,
D-208,D-208,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393973509999999,-83.239884739999994,,
D-209,D-209,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393978659999998,-83.239460910000005,,
D-210,D-210,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393983810000002,-83.239037089999997,,
D-211,D-211,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393988960000001,-83.238613259999994,,
D-212,D-212,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393994100000000,-83.238189439999999,,
D-213,D-213,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.393999239999999,-83.237765620000005,,
D-214,D-214,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.394004379999998,-83.237341790000002,,
D-215,D-215,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.394009520000001,-83.236917969999993,,
D-216,D-216,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.394014670000001,-83.236494149999999,,
D-217,D-217,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.394019799999999,-83.236070350000006,,
D-218,D-218,,SHIRED REEF,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.394024930000000,-83.235646520000003,,
B-101,B-101,,BODY F,Vacant,,Bottom lease,AUZ,74_1,3.05,2,NO,27.901515509999999,-80.495541430000003,,
B-104,B-104,,BODY F,Occupied,,Bottom lease,AUZ,74_1,3.05,2,NO,27.898267830000002,-80.494330030000000,,
B-111,B-111,,BODY F,Vacant,,Bottom lease,AUZ,74_1,3.05,2,NO,27.896957680000000,-80.493602159999995,,
IR-107,IR-107,,INDIAN RIVER,Vacant,,Bottom lease,AUZ,72_2,2.54,2,NO,27.824510050000001,-80.452940119999994,,
IR-112,IR-112,,INDIAN RIVER,Vacant,,Bottom lease,AUZ,72_2,2.54,2,NO,27.824560190000000,-80.450991650000006,,
D-041,D-041,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405274270000000,-83.261813079999996,,
D-042,D-042,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.405135309999999,-83.261303409999996,,
D-045,D-045,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404718450000001,-83.259774379999996,,
D-046,D-046,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404579500000001,-83.259264709999997,,
D-047,D-047,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404440550000000,-83.258755030000003,,
D-048,D-048,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404301570000001,-83.258245369999997,,
D-049,D-049,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404162620000001,-83.257735690000004,,
D-050,D-050,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.404023670000001,-83.257226020000004,,
D-051,D-051,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403884690000002,-83.256716359999999,,
D-053,D-053,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403606750000002,-83.255697049999995,,
D-054,D-054,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403467809999999,-83.255187440000000,,
D-055,D-055,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403328739999999,-83.254677819999998,,
D-056,D-056,,HORSESHOE,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.403189829999999,-83.254168059999998,,
D-057,D-057,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.403050850000000,-83.253658400000006,,
D-058,D-058,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.402911880000001,-83.253148740000000,,
D-059,D-059,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.402772899999999,-83.252639079999994,,
D-062,D-062,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.402355950000000,-83.251110120000007,,
D-063,D-063,,HORSESHOE,Vacant,,Water Column Lease,AUZ,25_6,3.56,1,NO,29.402216950000000,-83.250600480000003,,
D-064,D-064,,HORSESHOE,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.402077949999999,-83.250090830000005,,
D-103,D-103,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401423110000000,-83.245126020000001,,
D-104,D-104,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401420890000001,-83.244592229999995,,
D-105,D-105,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401418660000001,-83.244058449999997,,
D-107,D-107,,LONG BAR,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.401414230000000,-83.242990870000000,,
V-001,V-001,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.865060490000001,-80.830739960000002,,
V-002,V-002,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.864881279999999,-80.830637150000001,,
V-003,V-003,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.864702090000002,-80.830534319999998,,
V-005,V-005,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.864343720000001,-80.830328649999998,,
V-006,V-006,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.864087210000001,-80.830181449999998,,
V-007,V-007,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.863753379999999,-80.829989879999999,,
V-010,V-010,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.862983849999999,-80.829548259999996,,
V-011,V-011,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.862804650000001,-80.829445449999994,,
V-012,V-012,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.862625460000000,-80.829342620000006,,
V-013,V-013,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.862446290000001,-80.829239779999995,,
V-014,V-014,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.862267070000001,-80.829136989999995,,
V-017,V-017,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.860899730000000,-80.828130999999999,,
V-018,V-018,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.860617439999999,-80.827969030000006,,
V-020,V-020,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.860117310000000,-80.827682019999997,,
V-021,V-021,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.859963870000001,-80.827594020000006,,
V-022,V-022,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.859810469999999,-80.827505959999996,,
V-023,V-023,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.859669980000000,-80.827406519999997,,
V-024,V-024,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.859503640000000,-80.827329899999995,,
V-009,V-009,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.863163029999999,-80.829651110000000,,
V008-A,V008-A,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.863503000000001,-80.829846169999996,,
V008-B,V008-B,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.863336109999999,-80.829750399999995,,
V016-E,V016-E,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.861111489999999,-80.828252460000002,,
V016-B,V016-B,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.861553369999999,-80.828505980000003,,
V016-A,V016-A,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.861734349999999,-80.828609889999996,,
V019-B,V019-B,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.860264630000000,-80.827766530000005,,
V016-C,V016-C,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.861399939999998,-80.828417930000001,,
V016-D,V016-D,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_27,2.40,2,NO,28.861252640000000,-80.828333459999996,,
V019-A,V019-A,,VOLUSIA COUNTY,Vacant,,Bottom lease,AUZ,82_9,5.37,2,NO,28.860405770000000,-80.827847539999993,,
LE-2008,LE-2008,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.588688990000001,-82.154508309999997,,
LE-2007,LE-2007,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.589132240000001,-82.154728960000000,,
LE-2003,LE-2003,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.590905129999999,-82.155611370000003,,
LE-2001,LE-2001,,NORTH PINE ISLAND,Vacant,,Bottom lease,AUZ,62_5,6.23,2,NO,26.591791570000002,-82.156052599999995,,
L-936,L-936,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.175615720000000,-83.087336059999998,,
L-938,L-938,,PELICAN REEF,Occupied,,Bottom lease,AUZ,30_1,10.5,3,YES,29.174517840000000,-83.087260310000005,,
L-949,L-949,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168479479999998,-83.086843759999994,,
L-975,L-975,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.168388080000000,-83.088563739999998,,
L-976,L-976,,PELICAN REEF,Vacant,,Bottom lease,AUZ,30_1,10.5,3,YES,29.167839160000000,-83.088526049999999,,
D-373,D-373,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.386880240000000,-83.224391560000001,,
D-375,D-375,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.385818520000001,-83.224063889999996,,
D-376,D-376,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.385287659999999,-83.223900049999997,,
D-377,D-377,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384756790000001,-83.223736209999998,,
D-378,D-378,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384225940000000,-83.223572369999999,,
D-379,D-379,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383695079999999,-83.223408550000002,,
D-380,D-380,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383164220000001,-83.223244710000003,,
D-381,D-381,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382633110000000,-83.223080530000004,,
D-382,D-382,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382102499999998,-83.222917050000007,,
D-383,D-383,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381571640000001,-83.222753220000001,,
D-384,D-384,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381040779999999,-83.222589400000004,,
D-385,D-385,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380509920000002,-83.222425569999999,,
D-386,D-386,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379979049999999,-83.222261750000001,,
D-388,D-388,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.378917330000000,-83.221934110000007,,
D-389,D-389,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.378386480000000,-83.221770300000003,,
D-390,D-390,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.377855610000001,-83.221606480000005,,
D-355,D-355,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.387310690000000,-83.222573100000005,,
D-356,D-356,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.386779839999999,-83.222409260000006,,
D-357,D-357,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.386248980000001,-83.222245419999993,,
D-358,D-358,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.385718109999999,-83.222081590000002,,
D-359,D-359,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.385187250000001,-83.221917770000005,,
D-360,D-360,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384656310000000,-83.221750839999999,,
D-363,D-363,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383063799999999,-83.221262460000005,,
D-364,D-364,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382532930000000,-83.221098650000002,,
D-365,D-365,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382002079999999,-83.220934839999998,,
D-366,D-366,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381471210000001,-83.220771040000002,,
D-367,D-367,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380940349999999,-83.220607229999999,,
D-368,D-368,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380409480000001,-83.220443410000001,,
D-369,D-369,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379878609999999,-83.220279599999998,,
D-370,D-370,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379347760000002,-83.220115789999994,,
D-371,D-371,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.378816900000000,-83.219951989999998,,
D-372,D-372,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.378286030000002,-83.219788179999995,,
D-337,D-337,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.387741129999998,-83.220754610000000,,
D-338,D-338,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.387210270000001,-83.220590799999997,,
D-339,D-339,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.386679409999999,-83.220426979999999,,
D-340,D-340,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.386148550000001,-83.220263160000002,,
D-341,D-341,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.385617650000000,-83.220099289999993,,
D-343,D-343,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384555949999999,-83.219771690000002,,
D-344,D-344,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384025090000002,-83.219607890000006,,
D-345,D-345,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383494219999999,-83.219444069999994,,
D-346,D-346,,PINE ISLAND,Occupied,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382963350000001,-83.219280260000005,,
D-347,D-347,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382432489999999,-83.219116439999993,,
D-348,D-348,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381901630000002,-83.218952639999998,,
D-349,D-349,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381370759999999,-83.218788829999994,,
D-350,D-350,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380839880000000,-83.218625189999997,,
D-353,D-353,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379247289999999,-83.218133620000003,,
D-352,D-352,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379778150000000,-83.218297410000005,,
D-354,D-354,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.378716430000001,-83.217969819999993,,
D-336,D-336,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379146800000001,-83.216151490000001,,
D-335,D-335,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.379677670000000,-83.216315280000003,,
D-334,D-334,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380208520000000,-83.216479070000005,,
D-333,D-333,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.380739400000000,-83.216642859999993,,
D-332,D-332,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381270270000002,-83.216806649999995,,
D-331,D-331,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.381801140000000,-83.216970450000005,,
D-330,D-330,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382332009999999,-83.217134250000001,,
D-329,D-329,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.382862870000000,-83.217298049999997,,
D-328,D-328,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383393750000000,-83.217461850000007,,
D-327,D-327,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.383924619999998,-83.217625650000002,,
D-326,D-326,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384455480000000,-83.217789460000006,,
D-325,D-325,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.384986349999998,-83.217953260000002,,
D-324,D-324,,PINE ISLAND,Vacant,,Bottom lease,AUZ,25_6,3.56,1,NO,29.385517210000000,-83.218117079999999,,
